,ts_100_3,ts_108_4,ts_118_4,ts_121_4,ts_124_2,ts_125_0,ts_126_4,ts_132_0,ts_134_0,ts_134_1,ts_135_3,ts_138_4,ts_143_0,ts_145_4,ts_148_3,ts_149_3,ts_150_3,ts_156_0,ts_159_2,ts_166_2,ts_171_2,ts_172_2,ts_172_3,ts_174_1,ts_176_3,ts_178_2,ts_178_4,ts_22_0,ts_22_3,ts_24_0,ts_26_2,ts_28_2,ts_35_3,ts_37_0,ts_37_2,ts_38_2,ts_39_0,ts_41_4,ts_46_3,ts_64_2,ts_64_4,ts_67_4,ts_68_0,ts_73_1,ts_74_2,ts_93_4,ts_97_1
0,-9.373461332481304,5.664855761087624,-0.34163205914278016,8.388666601362642,4.86208267609948,-1.2957289605983504,4.9023105365219,3.171154592686172,0.27978724712369435,0.682346337501034,-0.6450994219906696,1.7960129204688435,0.16540439704570786,-1.5947480682741704,-1.0034710355341954,-11.827648104578836,14.391861136799463,-5.662780741525189,-6.9916213166442915,1.0304921441724857,-19.662267607510127,9.879212073434527,-5.196465845667955,-2.262328346440845,6.638975326545854,-10.440689725771408,1.4631973707088592,-3.29437912306972,-6.05523395371668,-13.674829510002208,-2.77771142745035,-7.195962714905097,7.585764538587069,11.056021973799588,-7.536532840331169,2.815725214125338,0.4972737728792353,4.593619136645992,-15.021726123402729,-6.409925180166326,5.061958916373353,2.187374436296423,16.4612104096501,17.27110561861891,17.737457946116923,3.6445225654938485,2.3113762563864455
1,-14.845128476476365,3.864861628286727,1.549509941716845,27.922963354067434,13.27792682402843,8.974099319869417,5.508887075014762,14.105084651987024,-7.235378738373556,12.50858972789308,22.71963385403659,-3.2228866828844804,5.37236118477943,-1.7926328330167305,29.62568298763553,-21.678687848358734,3.033046041420395,-2.845741728233464,-13.216524774135427,-4.488601611459192,-23.07183869715506,7.910576843850544,-4.95106910293152,-5.217507205746012,7.010849903391413,-13.64051080245125,15.067498375843929,10.212276635243033,30.806722825055395,2.5998853474292645,-2.641923235179259,2.686742613092198,9.184165997484614,22.32630397519258,-5.826927206663421,-7.059094492211939,-0.45533122589915515,-6.31082786821059,-15.51627880457919,1.5840751567512807,29.406126783175072,14.42587779733576,26.42368878942059,33.279168325590746,15.324323404490698,-10.323766361204846,32.51811070226462
2,-35.21602580425767,-0.1196584863622574,-2.7497473583892362,19.55715445285238,12.031746906979727,3.8972606669020387,4.374828370219307,1.6788202189061074,-14.53855525758366,23.43603319974822,20.812472928418728,2.897906783959135,7.101894740350365,12.53528800651128,24.454631108441923,-34.89610200889818,9.143722300825416,1.7580815496724442,-7.568137102578138,13.292345702957846,-16.472947691097218,-5.641064481025156,-8.23853178957127,-4.530315758938859,3.589576786948146,-9.245087535163126,19.465096072630644,15.078053762528839,42.87235297899286,-4.231926982755922,-1.2701716928769196,-12.592556939655255,6.499624281570594,12.42751501863275,-14.579637194744798,8.634060409372461,-2.9115846899141125,-17.542507226467258,-44.551475376765225,6.464061836293515,13.314752524884828,16.22317986094739,39.30275150958784,35.24009638139553,24.47302266273057,-2.4488302659990966,34.59308070013213
3,-56.97570624065139,-5.713189889339328,-8.861963518244664,12.632625857888748,16.076842416869965,12.649674419262867,1.2430362993741806,-12.060703390720288,-29.75290902593533,32.85826594184881,16.485262541458155,5.222510082858272,28.633206547467083,-9.575905161086645,12.361730254000758,-27.523339988741643,16.901433160790745,-12.45108848665788,-26.22303250894774,12.62068198917466,-5.37088345256603,9.011962818709751,5.486627957714511,-26.60266755062294,6.24297151705543,-17.24941800295059,24.92709916192412,13.884805187214187,45.61698681557291,-21.912806414049143,-2.8035394386796284,-30.68243238758174,7.316327843825732,9.63262701445814,-9.341290568940028,13.510133162297338,-6.229490470517492,-1.5922400845686422,-40.131167974839954,0.41210628481009515,11.217004533817157,29.773349668738984,20.17266165481543,43.57224749703793,34.64088311892063,18.6209560471358,43.297212764348174
4,-60.283186398837465,-12.597230653213977,-27.026657108529612,9.815712974400533,22.332400437605397,13.13347883802872,7.136947801580737,-5.941231043883814,-23.715990306140576,19.07631364012005,7.726875219057144,14.201476448550917,25.207731717307343,7.985389952777588,13.201104497594667,-34.50657020171188,0.5724299174316272,-7.764045710025981,-7.7478995280489755,14.323880515214123,-19.605120824004548,21.1756488345777,5.9920397744798635,-28.164549691794896,5.59779717948595,-30.58303967418025,44.28149642450238,26.54306540892213,64.95256714919914,-1.7422229020006874,-11.823076712031202,-37.76026918626519,8.194112476579985,9.942408031864307,0.9601742736105336,12.644124333634222,-18.359201900565033,-7.405505905828308,-57.89087976002648,12.395052086014418,28.08773794074192,34.60960119537651,33.958929075882224,51.73932437503328,61.43912502478494,27.028514193156497,39.562424442546565
5,-53.087212681520526,-13.599110068810603,-21.85234346669659,17.14999739538993,17.999368136926865,21.672973092023312,23.98544870588566,3.546292595681072,-25.76169945144051,39.012409183689655,-0.22797265965957614,19.9846907240597,8.603953943930524,-0.27639522273205763,1.730424970340863,-32.483656730555616,22.664395214142576,1.3101843289991288,-9.86271276597224,21.16002481459768,-11.49918781180265,32.94428519908189,7.941121860131538,-27.96862212249428,32.18988216541162,-24.363748104089236,36.49277229519843,39.447984942640495,65.04370410735491,-6.10323120482751,1.2935803964526755,-22.83522471803058,5.969571438272052,11.359721245016305,-7.898120797730886,13.022651763416825,-7.3027849875877955,-30.361503920022876,-34.685779591620474,10.317694065728734,20.89203974911428,49.681318349994655,33.90771767321537,51.62330307309756,67.67113703103882,27.153378865981875,49.191664624514914
6,-47.44539043368584,-4.691713203061127,-30.261208795360922,15.138410215738226,26.27964047647862,8.069538259757476,12.306137693943844,2.8913941455710455,-19.97020108420543,53.77101563627374,14.251494703833382,23.675976226633658,16.931028266361977,-1.2177903770427738,4.01335821828823,-35.73890011733435,29.13976451307377,1.7469740066932422,-15.047244505885004,31.275682497041103,-25.85900953942172,36.89119540867078,14.903232293339824,-31.99815295286016,26.565929104967154,-4.922169395588334,37.382898450643566,44.926985746513836,64.43633903104345,4.36452496653818,8.19261193695285,-17.2511008844157,-1.6350740668851262,21.628938292387197,-3.865037533488941,20.71331042509949,-3.306415537542373,-33.72636009025306,-14.258780809098184,-3.5095665990141924,37.76395021253384,59.00707623781234,51.48385747163783,53.92894576452878,75.30251595392116,31.116449817469856,47.231067722659105
7,-50.654638526334566,-6.304634145262163,-17.775270584456578,22.64162503718389,28.655035660747597,4.937014170056713,12.581218485775343,6.307422024671787,-27.169895819998107,48.01249600721347,15.852226814998376,46.11674780446552,17.82068024201381,1.268445677038648,-4.470873293020157,-34.994868388841255,26.327751858517228,5.346784667865005,-2.4841730815418135,36.455504947643774,-23.54320404937908,45.29652070814279,11.801160930283542,-33.34629475578176,45.28697255301072,-2.3900707750354844,47.46142581310428,48.37845962378962,68.96053155863315,11.058862511839395,23.294521426341745,-11.994003022174674,1.2106356036185835,44.43292749246928,-9.397565979014587,39.084249305282924,2.850089806442893,-18.10204234348813,-4.267115527180827,-3.6864567356836866,39.29167257364773,58.39659756933019,50.30621353481326,53.5627176664123,80.88489559550261,42.58444794195505,50.53535984602552
8,-48.37225340388292,-22.1505499231179,-13.90204063883176,20.276635714772723,28.977838589821893,0.8450097997723143,12.095483456813707,-9.144988498976883,-24.990883003701562,65.64653363016117,28.764446767825746,44.01718061269415,1.516444093552515,11.43779418483805,5.498862064849616,-23.387938885640047,27.65514855652833,-1.712793514670473,-12.237057388875858,40.09085483881952,-12.898790584249388,60.05949295657852,15.718220772920523,-41.99932347904498,57.07191672300007,13.078408932409811,60.11418732663303,73.3975933791828,69.22627476095491,21.39047624669653,16.94284187965657,-10.3830925253438,8.162925574863081,36.64465428986449,-5.417607025085938,61.77088576576181,16.75707787441373,-13.702661772136166,-0.3297405122323971,10.97402108682417,38.90546179269822,63.51059057882087,33.499802763021215,37.301846806669786,88.30081955663293,49.28779538429663,55.536553037784444
9,-60.27528939591905,-20.756441484703522,-2.75956441078592,16.767244082221083,30.58819396175057,3.8139900100990896,19.607506758320206,-16.48608645407654,-39.705412530583104,56.31970930414806,18.529309075038313,57.49776408910156,-6.394260773369461,5.095415558470776,21.637434126413645,-54.222336211449395,37.1633958763785,-20.242157894946352,-5.242847477248448,26.217494241385342,-1.9461646415149634,70.94850815670625,18.372686644933793,-17.821518258161042,57.425546838859496,13.883537798158514,66.15933271484552,69.27673956842109,65.61323900472637,19.078894022897053,21.266135392802134,4.217466843573252,17.248251256029924,35.25536890835788,-2.7408277845305076,88.44569267997576,28.90762231135356,0.8436328498812156,12.300792157853298,19.517860780042646,38.976971586124364,72.25900601908418,33.660838932507694,35.882109532531764,91.3912317427901,39.76147954453179,46.28441749439553
10,-60.87305539480692,-16.317368992880617,20.772812695382925,2.0945912805039484,37.77588633049398,6.260995211309265,41.02764213994762,-26.26760553542624,-42.51214362092791,39.8702237123751,18.44790319241282,43.67665986935402,-5.967415326108128,19.471811762298614,23.29980649967264,-48.16823632498386,33.79397193498344,-35.59415480922664,-0.10531737386861728,19.468929643575514,-7.456335361142307,74.6610186807283,11.586547871336212,-27.414830658568373,71.49203771713238,26.696742384335597,62.80648439279878,66.48694174922369,81.93851475511819,-1.702048146376736,-0.14131612053675013,-1.6861184419743829,11.988551140823608,49.034036235639434,-15.263331275696297,97.16231567100807,37.23347251178416,5.732017851042488,8.076242512472334,-3.971215038427978,56.96014469532233,74.20145701678996,36.56615066814202,16.048456996309156,117.39113379887358,39.071877611148786,48.47667512624851
11,-57.72291166836157,-25.484433902863323,21.774273365998013,-3.8185896269828454,21.918945544520223,8.83821329637622,34.493320123611255,-30.715028663874875,-44.6205711480644,28.53287813425684,8.507473451976367,43.182118067838786,-12.852572905897123,34.5898749037143,38.67670665234127,-40.495160850021186,34.280303539552186,-33.585931915696186,-25.623887490541634,23.132166923996493,-8.305520318661493,83.89697980614973,27.326788288684575,-15.04090792785582,69.99330406078371,32.59344671739047,75.77268338791545,68.01913161241389,97.9718249513347,-11.80492901814858,3.657158959340757,2.2978853630716,27.954559845590943,39.58655432972494,11.150276308552938,83.68555957059607,35.957682581759656,22.959718486934506,18.655919721505537,3.4757969128786232,66.12873812399265,85.74789669390348,48.88846489785434,-0.2649915191321348,119.79677667659351,42.74159784476401,64.87327004982089
12,-54.58551911760252,-7.956604092236585,15.10450120166816,12.81958584702199,13.497876555140722,-9.40302496909453,36.163388420264425,-32.16265982643066,-35.87092750532668,36.564643338466695,13.767985094795435,50.32812918836861,-5.270906702670624,52.55613293968058,62.97254387819045,-35.591176752097844,53.20628692566493,-37.86284596152043,-25.67230849738491,19.1498389037302,-7.799974660580834,70.68265458219895,35.80797432319004,-14.046184935092146,66.47234535962997,45.490861800198616,85.09071141957882,52.36727786838863,111.11293190740149,-10.889541237459683,15.515393259911841,9.050313382084685,39.159734889994255,51.88740269859992,8.909077570354087,77.39595567020311,18.473029814157233,24.00066659921736,22.023817189427014,8.866038001710965,60.853974198396514,88.7093964015026,37.22108537196107,7.033048817839027,107.29459657589923,47.07274384290574,75.60856926385122
13,-43.89092542507594,-1.0996422279716622,22.490099814427797,16.482847371753756,24.140079773583423,-25.94888778743821,41.82512707329437,-26.202498947933826,-40.227536586519655,48.03970923596919,21.95770641716925,50.67640626466864,-0.6508981124459483,56.66143217825133,68.9841071034565,-41.7013537163383,63.74365626973465,-19.76355730323258,-27.24222788740949,17.96053175485638,-8.378433740044123,84.34429292825264,30.096841972056637,-22.102922449404755,79.73649798154527,34.49326457425258,91.74849146558645,44.04329147783038,129.41487210070048,-6.955327944634083,9.160299656520028,0.9219268721009044,51.45734727921631,51.89695705621171,22.963999606951543,89.34929427954498,23.363215480165646,20.923368373160827,43.72918928392939,-2.909315018059715,56.066997172918235,105.51526853273994,32.30545331753355,9.695448242960204,113.69265193075861,65.63875512838555,71.35178479849137
14,-40.27037713323175,4.892476875296084,15.20880815115142,20.3806099247934,45.043487337145265,-30.334154581191427,45.62044475196318,-28.500107919598843,-36.280994296349085,45.24788875519143,32.22965606539117,53.82800658104406,2.8372373339722134,43.508416392625726,70.45619503210007,-50.36770351848862,74.83501208486304,-24.525430475796085,-19.73003567048483,2.1874917645558085,-4.445489286019787,93.18522373620436,43.57589009265106,-27.86005974685788,81.07470827772931,41.57814652034252,91.1897094723289,50.10300773893939,116.08770159032522,1.3681923059037988,11.24639041854296,14.67483200492293,42.31481743881369,36.109238332223406,24.051618947270885,89.23703578025439,27.176821953979633,35.8803744918295,54.59894240016175,-0.4784647980137011,68.09245466253279,104.9263467709408,51.929836397095386,12.006202619247528,114.99604416193357,59.271014514902184,60.72938399388862
15,-29.73913631606704,5.55268498133827,3.544797979733783,20.511955860603546,67.75254913912485,-49.72415369724658,48.996825687826735,-32.89300867258895,-30.374921949042044,51.282768571711685,15.978019328536273,61.80877448731907,-5.839503760660746,31.55884871714739,71.34236369609509,-34.35228095122484,62.66763663614426,-20.10583329483659,-11.443077675222455,8.139813457961168,10.053415737428445,101.81961956962255,50.00833412182077,-27.15795113155795,98.19578527644293,49.22221030925179,80.93857552461681,58.97518741310112,131.02226921361284,-4.807466227124314,12.553475960863869,10.30891166005612,47.62195496010596,35.306233911633505,27.09717534180436,89.38902180515615,26.76827635129533,55.543032290703096,66.08902996469857,1.4201439685328707,85.5137920733955,108.64195177531141,41.029597687851734,9.496497657833446,110.87714121523936,71.71932547564472,73.98434983215822
16,-16.169976906906832,11.790777401058111,-0.23949438174211224,21.92223803292333,61.49244867066877,-48.976794138747806,57.452432886229644,-34.07656172648991,-29.36576708948025,54.297532746090404,28.007850787816025,77.54082163316701,-11.556169396514884,26.52145626831946,75.53762434055068,-47.870960371337105,52.269947030765714,-7.562890565554522,-10.954743109873249,6.85006765448067,18.51365215426619,95.88236414972921,39.386995762340966,-21.2203935436866,108.61651931499398,61.110427449259035,72.58897130925226,78.87912883221696,130.20581645255712,-19.36277880536778,20.515254767533968,11.787872343980357,63.36900623360094,28.191602019014297,20.21318035628049,100.63296654164031,31.156684990010007,43.86438311800352,74.39991343467125,5.633612293964537,70.91027291218263,96.69763268223356,29.8042975332265,13.817519861666945,113.00010122161511,80.03798173527623,75.94733774174658
